,0
1,8.002403713493535e-11
2,1.9652124046661385e-10
3,2.4487813162910816e-10
4,1.6200760606731054e-08
5,6.789559768758429e-09
6,2.512344572465382e-07
7,4.6753310428359297e-07
8,3.0918442711032016e-06
9,1.8640056890305053e-05
10,3.872456846835422e-06
11,0.00018901655697390989
12,0.0032782009521305296
13,0.00023471262558459943
14,0.009240286461586127
15,0.005775330014513959
16,0.0006138383100566898
17,0.013115286291610219
18,0.013331088592933688
19,0.011735445575315378
20,0.007784756561378418
21,0.010393139011515977
22,0.012730006840806359
23,0.017065754795126467
24,0.011451336608561336
25,0.017475263529985834
26,0.013808877491860955
27,0.013216595724993655
28,0.018321690370804933
29,0.016895232326984838
30,0.017354217434940027
31,0.01838317328184593
32,0.015583063162271742
33,0.012248063526728947
34,0.013172909211534226
35,0.017173652960129734
36,0.0105137615987834
37,0.017962368843192387
38,0.019422688487089487
39,0.018266623347462117
40,0.019363368533144524
41,0.015606453974842407
42,0.020281276503320757
43,0.02213608666853618
44,0.01757251546626339
45,0.022559386406797145
46,0.01948359933932141
47,0.020865736743017827
48,0.02757759848340082
49,0.019773548568127124
50,0.027133426772679905
51,0.01882503984805475
52,0.020540192189531615
53,0.02189311537536324
54,0.02294922113140224
64,0.025148405320502252
128,0.05160479746121756
256,0.055734560157458334
